loan_id,customer_id,loan_type,amount,interest_rate,term_months,issue_date,branch,status,risk_score,full_name,gender,birth_date,city,segment,registration_date
267,342,Кредитная карта,46000.0,21.73,24,2022-11-09,Отделение №12,Закрыт,0.211,Устинова Ангелина Макаровна,F,1968-03-18,Ростов-на-Дону,Retail,2022-08-05
268,249,Кредитная карта,91000.0,23.49,36,2025-09-27,Отделение №14,Активен,0.776,Гуляева Майя Степановна,F,1986-07-18,Самара,Retail,2025-09-27
269,96,Ипотека,5918000.0,16.58,180,2022-03-21,Отделение №11,Активен,0.337,Соболева Раиса Руслановна,F,1996-12-12,Екатеринбург,Business,2022-03-21
270,732,Ипотека,5483000.0,7.82,300,2025-11-25,Отделение №5,Активен,0.727,Сила Ярославович Лаврентьев,M,1985-05-23,Санкт-Петербург,Retail,2025-11-25
271,702,Вексель,1056000.0,8.91,12,2024-07-10,Отделение №10,Закрыт,0.752,Артемьев Август Тимурович,M,1999-11-30,Санкт-Петербург,Retail,2024-07-10
272,614,Кредитная карта,45000.0,14.92,36,2025-11-28,Отделение №3,Активен,0.164,Григорий Феоктистович Шестаков,M,1993-03-29,Санкт-Петербург,Retail,2025-11-28
273,238,Ипотека,6824000.0,10.51,180,2025-10-13,Отделение №12,Активен,0.748,Зуева Жанна Михайловна,F,1960-11-03,Челябинск,Business,2025-10-13
274,155,Вексель,1875000.0,20.95,3,2025-10-21,Отделение №7,Активен,0.858,Фадей Ермолаевич Игнатов,M,2004-10-07,Нижний Новгород,Premium,2025-03-05
275,523,Кредитная карта,145000.0,8.27,12,2023-08-08,Отделение №3,Закрыт,0.974,Фёкла Никифоровна Лыткина,F,1995-11-25,Санкт-Петербург,Retail,2023-08-08
276,345,Кредитная карта,62000.0,12.73,36,2025-08-24,Отделение №3,Активен,0.434,Гуляев Ростислав Харлампович,M,1988-07-10,Уфа,Retail,2024-11-11
277,340,Автокредит,1450000.0,10.93,24,2022-12-18,Отделение №12,Закрыт,0.489,Прасковья Тимуровна Лебедева,F,1975-12-23,Ростов-на-Дону,Premium,2022-12-18
278,548,Автокредит,848000.0,24.74,60,2025-11-17,Отделение №2,Активен,0.671,Прохоров Герасим Федосьевич,M,1996-09-14,Уфа,Retail,2025-03-01
279,26,Вексель,4338000.0,18.13,12,2024-01-12,Отделение №1,Закрыт,0.445,Лукия Вадимовна Анисимова,F,1978-04-13,Новосибирск,Retail,2024-01-12
280,237,Потребительский,112000.0,18.81,48,2025-08-06,Отделение №1,Активен,0.51,Селиверстова Ирина Антоновна,F,1991-07-27,Санкт-Петербург,Premium,2025-06-30
281,146,Автокредит,2967000.0,19.26,60,2023-07-15,Отделение №10,Дефолт,0.095,Мухина Пелагея Петровна,F,1996-11-27,Москва,Premium,2023-04-05
282,617,Потребительский,413000.0,17.01,48,2024-10-20,Отделение №2,Дефолт,0.099,Нестор Иларионович Силин,M,1978-01-01,Нижний Новгород,Premium,2024-10-20
283,94,Вексель,4325000.0,21.46,6,2024-04-10,Отделение №9,Просрочен,0.02,Хохлов Август Ефимьевич,M,1970-08-05,Челябинск,Premium,2023-11-12
284,222,Вексель,3939000.0,16.05,12,2025-02-02,Отделение №12,Активен,0.585,Анна Кирилловна Большакова,F,1994-07-17,Екатеринбург,Retail,2025-02-02
285,250,Вексель,3293000.0,23.02,6,2025-10-19,Отделение №10,Активен,0.181,Полякова Эмилия Аскольдовна,F,1993-06-28,Санкт-Петербург,Retail,2025-10-19
286,691,Вексель,126000.0,8.76,12,2024-09-29,Отделение №4,Закрыт,0.129,Ферапонт Викторович Воронцов,M,2004-12-27,Новосибирск,Retail,2024-09-29
287,326,Вексель,530000.0,8.06,9,2023-07-12,Отделение №5,Закрыт,0.125,Копылов Гедеон Феодосьевич,M,1960-06-10,Челябинск,Retail,2023-07-12
288,796,Ипотека,7444000.0,6.5,300,2025-09-09,Отделение №9,Активен,0.301,Василиса Даниловна Гурьева,F,1956-10-24,Самара,Retail,2023-03-02
289,518,Кредитная карта,109000.0,9.07,36,2025-07-30,Отделение №6,Активен,0.49,Аггей Глебович Сафонов,M,1963-03-04,Санкт-Петербург,Retail,2025-07-30
290,203,Автокредит,2964000.0,16.4,48,2025-10-12,Отделение №2,Активен,0.21,Мартьян Тихонович Кулагин,M,1959-11-07,Ростов-на-Дону,Premium,2025-10-12
291,548,Вексель,319000.0,9.11,3,2025-03-01,Отделение №4,Закрыт,0.856,Прохоров Герасим Федосьевич,M,1996-09-14,Уфа,Retail,2025-03-01
292,390,Кредитная карта,193000.0,13.11,12,2025-04-26,Отделение №10,Активен,0.128,Баранова Лариса Кузьминична,F,1993-11-07,Новосибирск,Business,2024-07-09
293,333,Ипотека,7498000.0,18.46,240,2024-02-21,Отделение №8,Активен,0.163,Трофим Федосьевич Макаров,M,1996-01-13,Санкт-Петербург,Retail,2023-06-08
294,178,Потребительский,241000.0,9.14,48,2025-11-23,Отделение №11,Активен,0.204,Агафонов Василий Владиславович,M,1972-10-27,Москва,Retail,2024-01-10
295,639,Вексель,4977000.0,16.87,6,2025-05-07,Отделение №9,Закрыт,0.648,Котов Ким Арсенович,M,1969-05-07,Нижний Новгород,Retail,2025-05-07
296,771,Автокредит,1491000.0,24.76,36,2024-02-24,Отделение №1,Активен,0.434,Колесникова Александра Харитоновна,F,1992-06-29,Новосибирск,Business,2024-02-24
297,353,Кредитная карта,97000.0,16.28,24,2025-04-26,Отделение №7,Активен,0.684,Анжелика Олеговна Федорова,F,1978-01-24,Уфа,Retail,2025-04-26
298,646,Потребительский,530000.0,20.82,36,2023-11-15,Отделение №13,Активен,0.146,Молчанова Лариса Ивановна,F,1998-08-17,Самара,Premium,2023-05-21
299,449,Потребительский,57000.0,13.47,48,2024-04-18,Отделение №15,Активен,0.105,Харитонова Варвара Рубеновна,F,1971-08-18,Санкт-Петербург,Premium,2024-04-18
300,120,Потребительский,445000.0,21.61,36,2025-11-27,Отделение №9,Активен,0.49,Александр Тимурович Капустин,M,1985-01-08,Челябинск,Retail,2025-11-27
301,612,Потребительский,479000.0,11.49,36,2025-02-03,Отделение №1,Дефолт,0.099,Вера Мироновна Носова,F,1997-12-20,Челябинск,Retail,2023-12-27
302,491,Потребительский,760000.0,12.85,48,2023-11-03,Отделение №13,Активен,0.741,Елизар Тихонович Фомичев,M,1968-02-13,Нижний Новгород,Business,2023-11-03
303,40,Автокредит,1946000.0,17.4,60,2024-09-03,Отделение №11,Активен,0.259,Копылов Изот Елисеевич,M,1990-06-17,Уфа,Premium,2022-09-20
304,531,Автокредит,804000.0,13.47,36,2024-07-28,Отделение №1,Активен,0.735,Орест Бориславович Козлов,M,1960-05-02,Новосибирск,Retail,2024-07-28
305,509,Кредитная карта,203000.0,20.81,24,2025-12-19,Отделение №7,Активен,0.678,Жанна Георгиевна Орехова,F,1983-01-18,Самара,Retail,2025-12-14
306,340,Вексель,997000.0,15.74,9,2024-08-17,Отделение №7,Закрыт,0.276,Прасковья Тимуровна Лебедева,F,1975-12-23,Ростов-на-Дону,Premium,2022-12-18
307,34,Автокредит,2268000.0,18.2,36,2024-11-05,Отделение №5,Дефолт,0.087,Григорий Евсеевич Лобанов,M,2001-01-15,Казань,Business,2024-11-05
308,553,Ипотека,5127000.0,7.96,120,2025-07-23,Отделение №2,Активен,0.73,Татьяна Ниловна Меркушева,F,1994-10-24,Самара,Retail,2025-02-28
309,49,Потребительский,93000.0,23.6,36,2025-02-08,Отделение №1,Активен,0.808,Анна Егоровна Сергеева,F,1976-10-22,Ростов-на-Дону,Retail,2023-03-15
310,357,Кредитная карта,144000.0,15.33,36,2025-04-03,Отделение №11,Активен,0.515,Людмила Юрьевна Кудряшова,F,1969-12-13,Москва,Retail,2025-04-03
311,261,Кредитная карта,218000.0,17.84,24,2022-03-10,Отделение №12,Закрыт,0.911,Анна Оскаровна Белова,F,1994-05-23,Новосибирск,Retail,2022-03-10
312,191,Потребительский,369000.0,24.79,36,2023-05-16,Отделение №15,Активен,0.661,Симон Венедиктович Князев,M,1959-04-21,Санкт-Петербург,Retail,2023-05-07
313,372,Вексель,4414000.0,14.76,3,2025-10-04,Отделение №15,Активен,0.169,г-н Фролов Семен Адрианович,M,1974-06-10,Уфа,Premium,2025-10-04
314,70,Кредитная карта,171000.0,7.88,12,2024-05-08,Отделение №9,Закрыт,0.839,Аникей Ааронович Миронов,M,1995-10-09,Ростов-на-Дону,Premium,2024-05-08
315,586,Ипотека,2509000.0,9.64,300,2024-09-08,Отделение №6,Активен,0.97,г-н Никитин Харитон Иларионович,M,2000-06-12,Нижний Новгород,Retail,2024-09-08
316,232,Кредитная карта,97000.0,11.84,36,2022-08-30,Отделение №5,Закрыт,0.483,Октябрина Кузьминична Кулагина,F,1976-11-26,Ростов-на-Дону,Retail,2022-03-17
317,187,Потребительский,604000.0,23.48,48,2024-12-06,Отделение №11,Активен,0.929,Вадим Давидович Одинцов,M,2003-02-23,Самара,Retail,2024-12-06
318,79,Автокредит,2723000.0,22.11,60,2025-09-29,Отделение №1,Просрочен,0.057,Остап Денисович Федотов,M,1963-12-14,Казань,Premium,2025-09-29
319,552,Автокредит,1254000.0,6.59,48,2024-07-17,Отделение №3,Активен,0.89,Комиссаров Ипат Ильич,M,1964-04-28,Челябинск,Retail,2024-07-17
320,514,Ипотека,2089000.0,10.13,300,2024-10-04,Отделение №15,Активен,0.529,Сазонова Нина Леоновна,F,1985-02-05,Самара,Premium,2024-06-24
321,332,Потребительский,143000.0,9.36,48,2023-02-23,Отделение №4,Активен,0.657,Иванов Богдан Аверьянович,M,1968-12-24,Екатеринбург,Retail,2023-02-23
322,547,Ипотека,5743000.0,22.92,240,2024-12-12,Отделение №5,Активен,0.536,Осип Эдуардович Кудрявцев,M,1988-08-09,Нижний Новгород,Retail,2024-12-12
323,610,Потребительский,379000.0,9.07,48,2022-11-28,Отделение №1,Активен,0.747,Ковалев Панфил Васильевич,M,1980-07-06,Уфа,Business,2022-08-08
324,483,Ипотека,10705000.0,9.99,180,2024-01-13,Отделение №7,Просрочен,0.04,Суворов Арефий Фадеевич,M,2005-12-31,Санкт-Петербург,Retail,2024-01-13
325,54,Ипотека,5312000.0,18.76,120,2023-05-25,Отделение №11,Активен,0.948,Логинов Самсон Юлианович,M,2003-06-25,Уфа,Retail,2023-05-25
326,474,Кредитная карта,62000.0,15.62,24,2025-03-29,Отделение №3,Активен,0.682,Гришина Алина Ниловна,F,1978-07-02,Екатеринбург,Premium,2025-03-29
327,84,Потребительский,623000.0,19.86,48,2025-07-23,Отделение №14,Активен,0.742,Терентий Игнатович Субботин,M,1957-02-09,Казань,Retail,2025-07-23
328,174,Ипотека,3097000.0,8.82,120,2023-05-30,Отделение №1,Активен,0.344,Ульяна Эдуардовна Селиверстова,F,1956-10-02,Екатеринбург,Retail,2023-05-30
329,653,Вексель,1259000.0,24.47,9,2024-05-29,Отделение №7,Закрыт,0.737,Тетерин Осип Адрианович,M,1967-10-16,Челябинск,Retail,2023-10-30
330,19,Ипотека,4822000.0,11.06,120,2024-05-28,Отделение №9,Активен,0.152,Ратмир Викторович Белоусов,M,1962-12-07,Казань,Retail,2022-12-01
331,451,Потребительский,261000.0,24.79,12,2025-10-24,Отделение №14,Активен,0.247,Маргарита Юрьевна Полякова,F,1967-01-25,Новосибирск,Retail,2025-10-24
332,334,Ипотека,6739000.0,19.94,120,2025-12-06,Отделение №4,Активен,0.611,Ильин Анисим Демидович,M,1977-07-03,Новосибирск,Premium,2024-10-15
333,89,Кредитная карта,190000.0,10.72,36,2024-05-30,Отделение №1,Активен,0.132,Стрелков Тимофей Герасимович,M,1974-08-12,Казань,Retail,2024-05-30
334,692,Потребительский,194000.0,6.82,24,2024-07-12,Отделение №14,Активен,0.2,Полина Тимофеевна Никифорова,F,1964-10-20,Нижний Новгород,Retail,2024-07-12
335,644,Потребительский,355000.0,18.15,36,2025-12-04,Отделение №6,Активен,0.231,Русаков Геннадий Вячеславович,M,2004-02-04,Челябинск,Retail,2022-12-09
336,298,Ипотека,2613000.0,7.45,300,2025-08-11,Отделение №6,Активен,0.11,Бажен Бенедиктович Горбачев,M,1986-07-26,Челябинск,Business,2022-05-05
337,258,Потребительский,313000.0,12.39,48,2023-05-21,Отделение №1,Просрочен,0.048,Надежда Львовна Шарапова,F,1979-04-04,Ростов-на-Дону,Retail,2023-03-25
338,340,Потребительский,545000.0,11.75,36,2023-03-11,Отделение №10,Активен,0.28,Прасковья Тимуровна Лебедева,F,1975-12-23,Ростов-на-Дону,Premium,2022-12-18
339,503,Потребительский,189000.0,12.65,48,2024-01-15,Отделение №11,Активен,0.112,Евдокимова Елизавета Афанасьевна,F,1992-06-12,Уфа,Premium,2022-05-08
340,315,Потребительский,464000.0,13.13,24,2023-11-10,Отделение №12,Закрыт,0.81,Степан Алексеевич Нестеров,M,1973-03-09,Екатеринбург,Premium,2022-11-13
341,75,Вексель,2691000.0,18.46,9,2023-05-03,Отделение №7,Закрыт,0.21,Тетерин Андрон Ильясович,M,1966-08-06,Уфа,Retail,2022-05-31
342,129,Потребительский,130000.0,17.29,12,2024-06-19,Отделение №11,Закрыт,0.912,Глафира Юльевна Кошелева,F,2005-10-15,Казань,Retail,2024-06-19
343,679,Вексель,1045000.0,7.88,12,2025-12-14,Отделение №6,Активен,0.547,Иннокентий Ерофеевич Чернов,M,1977-02-04,Казань,Retail,2025-12-14
344,729,Потребительский,406000.0,19.76,24,2025-09-04,Отделение №4,Просрочен,0.044,Феврония Евгеньевна Жданова,F,1958-11-05,Санкт-Петербург,Retail,2025-09-04
345,223,Ипотека,9116000.0,14.75,240,2024-01-20,Отделение №15,Активен,0.717,Титов Тимур Иосифович,M,1983-04-12,Челябинск,Retail,2022-05-23
346,129,Ипотека,6828000.0,17.52,120,2024-06-19,Отделение №3,Активен,0.697,Глафира Юльевна Кошелева,F,2005-10-15,Казань,Retail,2024-06-19
347,532,Потребительский,767000.0,10.0,12,2025-11-21,Отделение №8,Активен,0.815,Эдуард Зиновьевич Князев,M,1975-09-15,Ростов-на-Дону,Premium,2023-11-22
348,678,Вексель,4364000.0,14.55,3,2024-07-09,Отделение №9,Закрыт,0.509,Матвеев Прокофий Вилорович,M,1957-06-23,Челябинск,Retail,2024-07-09
349,713,Вексель,2064000.0,9.89,9,2025-07-09,Отделение №4,Активен,0.16,Кира Архиповна Филиппова,F,1969-04-02,Самара,Retail,2025-07-09
350,70,Автокредит,423000.0,19.52,60,2024-10-28,Отделение №5,Активен,0.525,Аникей Ааронович Миронов,M,1995-10-09,Ростов-на-Дону,Premium,2024-05-08
351,387,Кредитная карта,110000.0,8.69,24,2025-02-04,Отделение №9,Активен,0.224,Пестов Ладислав Харлампьевич,M,1968-05-28,Самара,Retail,2023-05-28
352,638,Потребительский,79000.0,23.56,24,2023-07-23,Отделение №13,Закрыт,0.27,Карп Валерианович Мамонтов,M,2002-06-20,Уфа,Retail,2022-02-23
353,136,Потребительский,785000.0,8.64,24,2024-12-30,Отделение №11,Активен,0.649,Валентина Оскаровна Кондратьева,F,1974-07-05,Челябинск,Premium,2023-09-04
354,418,Автокредит,1360000.0,22.77,24,2025-12-15,Отделение №3,Активен,0.264,Якушева Анастасия Валентиновна,F,1982-08-24,Нижний Новгород,Retail,2023-07-14
355,349,Ипотека,8115000.0,18.02,240,2025-07-10,Отделение №6,Просрочен,0.01,Конон Ильясович Самойлов,M,1996-04-11,Ростов-на-Дону,Retail,2025-07-10
356,567,Потребительский,774000.0,24.38,24,2025-09-14,Отделение №14,Активен,0.537,Арсений Бориславович Лаврентьев,M,2001-01-06,Москва,Retail,2025-09-14
357,140,Вексель,3925000.0,13.53,3,2025-11-10,Отделение №14,Активен,0.654,Красильников Иннокентий Афанасьевич,M,1970-03-06,Москва,Retail,2024-03-17
358,245,Автокредит,1971000.0,10.56,36,2024-12-23,Отделение №10,Активен,0.269,г-н Потапов Ипатий Всеволодович,M,1961-05-22,Новосибирск,Retail,2024-12-23
359,198,Автокредит,2631000.0,14.71,60,2022-12-06,Отделение №7,Активен,0.73,Наум Теймуразович Нестеров,M,1996-11-16,Ростов-на-Дону,Premium,2022-12-06
360,251,Ипотека,11022000.0,9.84,120,2024-10-12,Отделение №14,Активен,0.185,Регина Кузьминична Рыбакова,F,1989-02-15,Казань,Business,2023-12-09
361,93,Потребительский,477000.0,11.69,24,2025-08-19,Отделение №15,Активен,0.31,Субботин Натан Всеволодович,M,1987-09-06,Москва,Business,2022-12-29
362,283,Потребительский,346000.0,9.14,24,2022-05-23,Отделение №8,Закрыт,0.426,Людмила Анатольевна Афанасьева,F,2000-06-26,Екатеринбург,Retail,2022-05-05
363,446,Кредитная карта,292000.0,9.03,12,2025-02-08,Отделение №1,Активен,0.75,Колобова Зинаида Александровна,F,1969-03-27,Самара,Retail,2025-02-08
364,396,Автокредит,1382000.0,21.71,24,2022-10-09,Отделение №11,Закрыт,0.763,Сигизмунд Якубович Абрамов,M,1981-08-10,Самара,Retail,2022-10-09
365,477,Кредитная карта,66000.0,9.12,12,2024-11-01,Отделение №1,Закрыт,0.627,Лидия Егоровна Антонова,F,2001-03-28,Екатеринбург,Retail,2024-11-01
366,270,Вексель,146000.0,20.04,3,2025-10-09,Отделение №12,Активен,0.338,Ксения Львовна Шестакова,F,1955-12-28,Казань,Premium,2025-10-09
367,429,Потребительский,154000.0,12.16,48,2022-12-01,Отделение №4,Активен,0.479,Всеслав Борисович Горбачев,M,1994-03-14,Ростов-на-Дону,Retail,2022-03-05
368,792,Потребительский,569000.0,21.68,12,2023-10-14,Отделение №5,Закрыт,0.103,Бирюкова Алина Кузьминична,F,2004-12-29,Екатеринбург,Retail,2023-10-14
369,55,Потребительский,715000.0,6.52,48,2022-10-18,Отделение №4,Активен,0.224,Анастасия Степановна Федорова,F,1999-12-11,Казань,Retail,2022-10-15
370,778,Ипотека,3474000.0,23.46,240,2023-04-08,Отделение №11,Активен,0.684,Якушева Варвара Руслановна,F,1958-06-19,Казань,Retail,2022-01-17
371,137,Кредитная карта,252000.0,9.62,12,2024-10-04,Отделение №2,Закрыт,0.11,Родион Витальевич Кудряшов,M,1964-10-31,Челябинск,Retail,2024-09-26
372,234,Кредитная карта,106000.0,12.64,12,2025-06-14,Отделение №15,Активен,0.36,Фролов Тимофей Венедиктович,M,1975-11-19,Москва,Business,2024-12-13
373,184,Кредитная карта,272000.0,9.78,36,2024-10-04,Отделение №10,Активен,0.53,Федотова Таисия Владимировна,F,2003-11-30,Москва,Retail,2024-10-04
374,472,Потребительский,369000.0,21.54,36,2025-07-03,Отделение №2,Активен,0.348,Аггей Демидович Ершов,M,1959-03-05,Ростов-на-Дону,Business,2023-08-18
375,563,Потребительский,424000.0,21.42,36,2023-06-28,Отделение №2,Активен,0.711,Шилов Парфен Фомич,M,1967-09-24,Казань,Premium,2022-01-08
376,252,Вексель,4322000.0,9.2,6,2025-11-14,Отделение №8,Активен,0.148,Архипова Милица Олеговна,F,1991-05-09,Казань,Retail,2025-11-14
377,294,Вексель,3949000.0,8.58,12,2024-05-12,Отделение №12,Закрыт,0.427,Прохор Захарьевич Князев,M,2006-03-01,Санкт-Петербург,Retail,2024-05-12
378,776,Потребительский,118000.0,20.62,24,2024-04-01,Отделение №8,Активен,0.353,Бронислав Гурьевич Казаков,M,1967-04-15,Самара,Retail,2024-04-01
379,91,Ипотека,8934000.0,21.1,300,2025-09-27,Отделение №13,Активен,0.333,Ладимир Юльевич Никифоров,M,1990-05-09,Уфа,Retail,2025-09-27
380,796,Кредитная карта,279000.0,16.61,24,2024-05-07,Отделение №8,Активен,0.539,Василиса Даниловна Гурьева,F,1956-10-24,Самара,Retail,2023-03-02
381,134,Автокредит,2536000.0,17.19,60,2023-02-28,Отделение №10,Активен,0.422,Андроник Изотович Лукин,M,1977-12-13,Челябинск,Premium,2023-02-28
382,766,Вексель,4075000.0,8.11,6,2025-12-10,Отделение №4,Активен,0.362,Мстислав Еремеевич Петухов,M,1991-04-07,Нижний Новгород,Retail,2024-10-13
383,175,Кредитная карта,35000.0,24.12,36,2024-08-28,Отделение №1,Активен,0.921,Ираида Филипповна Волкова,F,1995-05-10,Новосибирск,Premium,2022-09-02
384,646,Кредитная карта,127000.0,14.97,12,2023-08-27,Отделение №9,Закрыт,0.835,Молчанова Лариса Ивановна,F,1998-08-17,Самара,Premium,2023-05-21
385,93,Кредитная карта,276000.0,21.73,12,2023-03-08,Отделение №3,Просрочен,0.056,Субботин Натан Всеволодович,M,1987-09-06,Москва,Business,2022-12-29
386,335,Потребительский,572000.0,19.99,24,2024-02-18,Отделение №7,Активен,0.696,Ратмир Арсенович Макаров,M,1999-03-08,Екатеринбург,Retail,2024-02-18
387,145,Ипотека,9014000.0,21.91,120,2024-09-03,Отделение №1,Активен,0.87,Молчанова Надежда Рудольфовна,F,1984-07-17,Москва,Premium,2022-02-09
388,555,Потребительский,156000.0,6.73,24,2025-03-30,Отделение №7,Активен,0.831,Дементьев Спартак Гурьевич,M,1978-11-08,Челябинск,Retail,2025-03-30
389,58,Потребительский,187000.0,19.35,24,2024-12-16,Отделение №7,Активен,0.3,Прохоров Фортунат Жанович,M,2004-04-11,Екатеринбург,Business,2022-07-11
390,456,Вексель,2275000.0,8.55,3,2023-08-11,Отделение №11,Просрочен,0.06,Евпраксия Филипповна Белякова,F,1963-06-20,Уфа,Retail,2023-02-07
391,448,Потребительский,613000.0,13.79,24,2024-03-26,Отделение №15,Активен,0.424,Агафья Захаровна Лапина,F,1974-05-15,Самара,Business,2024-03-26
392,22,Ипотека,9114000.0,15.73,240,2025-03-17,Отделение №7,Активен,0.709,Горшкова Анна Альбертовна,F,2000-06-13,Ростов-на-Дону,Retail,2022-05-16
393,680,Кредитная карта,103000.0,13.45,12,2025-03-28,Отделение №12,Активен,0.951,Аркадий Афанасьевич Матвеев,M,1975-08-04,Уфа,Retail,2025-03-28
394,795,Потребительский,514000.0,9.88,24,2024-03-14,Отделение №9,Активен,0.746,Глафира Ниловна Соколова,F,1967-07-21,Уфа,Retail,2023-10-06
395,774,Автокредит,601000.0,12.26,60,2024-09-04,Отделение №14,Активен,0.642,Прохорова Тамара Геннадиевна,F,1970-12-13,Санкт-Петербург,Retail,2022-06-09
396,678,Ипотека,2547000.0,14.31,240,2025-08-17,Отделение №2,Активен,0.27,Матвеев Прокофий Вилорович,M,1957-06-23,Челябинск,Retail,2024-07-09
397,158,Потребительский,502000.0,10.91,36,2024-06-06,Отделение №2,Активен,0.163,Субботин Самсон Валентинович,M,1998-06-04,Самара,Business,2024-06-06
398,589,Потребительский,498000.0,16.65,36,2024-03-23,Отделение №1,Активен,0.638,Давыд Захарьевич Крюков,M,1970-11-22,Уфа,Business,2024-03-23
399,557,Потребительский,114000.0,24.65,12,2025-02-28,Отделение №1,Активен,0.484,тов. Орлов Лавр Фёдорович,M,2003-07-17,Челябинск,Retail,2024-08-24
400,498,Потребительский,758000.0,20.33,12,2024-01-01,Отделение №9,Закрыт,0.959,Сигизмунд Игоревич Сидоров,M,1995-05-15,Новосибирск,Retail,2022-04-16
401,156,Потребительский,614000.0,19.43,36,2025-09-16,Отделение №7,Дефолт,0.097,Пелагея Борисовна Уварова,F,1956-04-23,Уфа,Retail,2025-09-16
402,138,Кредитная карта,166000.0,6.94,36,2022-11-04,Отделение №8,Закрыт,0.796,Ираида Юрьевна Константинова,F,2003-06-30,Челябинск,Retail,2022-03-01
403,472,Автокредит,2615000.0,9.29,48,2023-08-18,Отделение №15,Активен,0.463,Аггей Демидович Ершов,M,1959-03-05,Ростов-на-Дону,Business,2023-08-18
404,677,Автокредит,2877000.0,21.36,36,2024-03-21,Отделение №13,Активен,0.654,Котова Дарья Матвеевна,F,1966-11-03,Ростов-на-Дону,Retail,2024-03-21
405,707,Вексель,4968000.0,20.95,9,2025-05-07,Отделение №6,Активен,0.339,Лора Петровна Кузнецова,F,1969-06-19,Нижний Новгород,Retail,2025-05-07
406,117,Автокредит,2844000.0,20.74,24,2025-12-30,Отделение №4,Активен,0.388,Элеонора Дмитриевна Мартынова,F,1967-01-31,Новосибирск,Premium,2023-04-06
407,555,Кредитная карта,194000.0,18.05,12,2025-03-30,Отделение №13,Активен,0.498,Дементьев Спартак Гурьевич,M,1978-11-08,Челябинск,Retail,2025-03-30
408,793,Потребительский,625000.0,22.46,36,2025-01-25,Отделение №15,Активен,0.797,Галкин Эдуард Игоревич,M,1978-03-23,Ростов-на-Дону,Retail,2023-02-20
409,80,Потребительский,121000.0,23.69,36,2022-12-14,Отделение №5,Закрыт,0.161,Наум Алексеевич Гордеев,M,1980-02-24,Санкт-Петербург,Retail,2022-10-03
410,269,Автокредит,1319000.0,19.58,24,2023-06-26,Отделение №8,Закрыт,0.461,Гущин Карл Аксёнович,M,1965-01-20,Самара,Retail,2023-06-26
411,478,Кредитная карта,236000.0,23.5,24,2025-08-24,Отделение №10,Активен,0.94,г-н Тихонов Ладимир Елизарович,M,1958-11-04,Москва,Retail,2025-04-09
412,292,Ипотека,5635000.0,14.03,240,2024-04-01,Отделение №11,Активен,0.62,Захаров Эраст Витальевич,M,1995-03-16,Екатеринбург,Premium,2024-01-04
413,527,Потребительский,325000.0,8.04,36,2024-02-05,Отделение №8,Активен,0.413,Федотова Виктория Мироновна,F,1992-09-05,Ростов-на-Дону,Retail,2022-03-18
414,736,Потребительский,707000.0,24.48,12,2025-06-25,Отделение №13,Просрочен,0.057,Чеслав Дорофеевич Филиппов,M,2003-01-13,Новосибирск,Premium,2024-02-23
415,64,Потребительский,666000.0,22.2,12,2025-04-01,Отделение №3,Активен,0.291,Яковлев Порфирий Ефимьевич,M,1987-06-25,Москва,Premium,2025-04-01
416,126,Автокредит,2620000.0,22.58,36,2025-01-27,Отделение №6,Активен,0.669,Алина Алексеевна Селиверстова,F,1968-07-13,Новосибирск,Retail,2025-01-27
417,321,Ипотека,8425000.0,8.08,300,2022-08-12,Отделение №15,Активен,0.732,Нинель Рубеновна Комиссарова,F,1970-04-29,Москва,Retail,2022-05-23
418,98,Кредитная карта,137000.0,13.89,24,2023-02-13,Отделение №6,Просрочен,0.064,Марк Бенедиктович Зыков,M,2005-03-06,Челябинск,Premium,2022-02-18
419,206,Кредитная карта,161000.0,8.6,36,2024-09-02,Отделение №9,Активен,0.455,Ия Евгеньевна Дементьева,F,1960-05-16,Челябинск,Business,2023-01-07
420,703,Потребительский,402000.0,16.96,24,2023-10-18,Отделение №13,Закрыт,0.988,Татьяна Антоновна Королева,F,1986-12-31,Екатеринбург,Premium,2022-08-29
421,516,Ипотека,11365000.0,24.51,240,2024-05-30,Отделение №4,Активен,0.213,Татьяна Руслановна Дорофеева,F,1958-02-04,Ростов-на-Дону,Retail,2022-10-09
422,102,Кредитная карта,287000.0,11.47,36,2025-04-04,Отделение №2,Активен,0.636,Илья Виленович Лапин,M,1991-06-07,Казань,Business,2025-04-04
423,362,Потребительский,255000.0,22.58,12,2025-12-20,Отделение №7,Активен,0.451,Степанов Радим Исидорович,M,1975-01-07,Самара,Retail,2025-12-20
424,46,Автокредит,2141000.0,21.78,48,2025-04-20,Отделение №15,Дефолт,0.092,Вышеслав Федосьевич Королев,M,1970-02-27,Санкт-Петербург,Retail,2025-04-20
425,654,Ипотека,11634000.0,10.15,240,2022-12-03,Отделение №8,Активен,0.942,Дьячкова Агафья Леоновна,F,1955-10-01,Екатеринбург,Business,2022-08-22
426,231,Ипотека,8888000.0,14.54,180,2025-11-27,Отделение №10,Активен,0.913,Тамара Леонидовна Фомичева,F,1987-05-26,Новосибирск,Premium,2025-09-21
427,282,Ипотека,2099000.0,19.8,180,2022-07-23,Отделение №3,Активен,0.578,Щербакова Синклитикия Евгеньевна,F,1981-09-08,Нижний Новгород,Business,2022-07-23
